vederböra	vb_0d_vederböra
kalva	vb_1m_existera
kampa	vb_1m_existera
kämpa	vb_1m_existera
kampera	vb_1m_existera
kandidera	vb_1m_existera
kanota	vb_1m_existera
kapitulera	vb_1m_existera
kapprusta	vb_1m_existera
kappsegla	vb_1m_existera
kåra	vb_1m_existera
karriärväxla	vb_1m_existera
kåsera	vb_1m_existera
käxa	vb_1m_existera
kikna	vb_1m_existera
kila	vb_1m_existera
kinesa	vb_1m_existera
kinka	vb_1m_existera
klabba	vb_1m_existera
klaffa	vb_1m_existera
klanka	vb_1m_existera
klappa	vb_1m_existera
klara	vb_1m_existera
klarna	vb_1m_existera
klickfiska	vb_1m_existera
klunka	vb_1m_existera
knäa	vb_1m_existera
knåpa	vb_1m_existera
knarra	vb_1m_existera
knega	vb_1m_existera
knirka	vb_1m_existera
knirra	vb_1m_existera
knixa	vb_1m_existera
knoga	vb_1m_existera
knorra	vb_1m_existera
knysta	vb_1m_existera
köa	vb_1m_existera
kocka	vb_1m_existera
kodväxla	vb_1m_existera
kohandla	vb_1m_existera
koka	vb_1m_existera
kokettera	vb_1m_existera
koksa	vb_1m_existera
kölhala	vb_1m_existera
kollabera	vb_1m_existera
kollaborera	vb_1m_existera
kolla	vb_1m_existera
kollidera	vb_1m_existera
kommunicera	vb_1m_existera
kompromissa	vb_1m_existera
konferera	vb_1m_existera
kongressa	vb_1m_existera
konka	vb_1m_existera
konkurrera	vb_1m_existera
konsertera	vb_1m_existera
konspirera	vb_1m_existera
konstra	vb_1m_existera
kontra	vb_1m_existera
konvalescera	vb_1m_existera
konvertera	vb_1m_existera
kooperera	vb_1m_existera
kopulera	vb_1m_existera
korrespondera	vb_1m_existera
koxa	vb_1m_existera
krampa	vb_1m_existera
krasa	vb_1m_existera
krascha	vb_1m_existera
kraxa	vb_1m_existera
krisa	vb_1m_existera
krokna	vb_1m_existera
kroppsarbeta	vb_1m_existera
krumbukta	vb_1m_existera
kuckelura	vb_1m_existera
kuckilura	vb_1m_existera
kullbyttera	vb_1m_existera
kulminera	vb_1m_existera
kulna	vb_1m_existera
kunskapa	vb_1m_existera
kuppa	vb_1m_existera
kurra	vb_1m_existera
kursa	vb_1m_existera
kursera	vb_1m_existera
kvacksalva	vb_1m_existera
kvala	vb_1m_existera
kvällspinka	vb_1m_existera
kvarta	vb_1m_existera
kverulera	vb_1m_existera
kvicka	vb_1m_existera
kvintilera	vb_1m_existera
kvissa	vb_1m_existera
kvitta	vb_1m_existera
kyffa	vb_1m_existera
kylna	vb_1m_existera
läa	vb_1m_existera
laborera	vb_1m_existera
lacka	vb_1m_existera
lafsa	vb_1m_existera
låga	vb_1m_existera
lagstadga	vb_1m_existera
lamma	vb_1m_existera
landa	vb_1m_existera
långduscha	vb_1m_existera
längta	vb_1m_existera
läppja	vb_1m_existera
larma	vb_1m_existera
lätta	vb_1m_existera
lattja	vb_1m_existera
lättna	vb_1m_existera
ledsna	vb_1m_existera
lessna	vb_1m_existera
lifta	vb_1m_existera
lisma	vb_1m_existera
lita	vb_1m_existera
ljumma	vb_1m_existera
ljusna	vb_1m_existera
loma	vb_1m_existera
lomma	vb_1m_existera
lömskna	vb_1m_existera
löpna	vb_1m_existera
lossna	vb_1m_existera
ludda	vb_1m_existera
luffa	vb_1m_existera
lukta	vb_1m_existera
luncha	vb_1m_existera
lunka	vb_1m_existera
lunta	vb_1m_existera
lurendreja	vb_1m_existera
lusa	vb_1m_existera
lussa	vb_1m_existera
lustvandra	vb_1m_existera
luta	vb_1m_existera
lyssna	vb_1m_existera
lystra	vb_1m_existera
måffa	vb_1m_existera
mainstreama	vb_1m_existera
mäkla	vb_1m_existera
mäkta	vb_1m_existera
måna	vb_1m_existera
mankera	vb_1m_existera
marodera	vb_1m_existera
marschera	vb_1m_existera
mässa	vb_1m_existera
masturbera	vb_1m_existera
medarbeta	vb_1m_existera
meditera	vb_1m_existera
medla	vb_1m_existera
medverka	vb_1m_existera
menstruera	vb_1m_existera
metamorfosera	vb_1m_existera
miaua	vb_1m_existera
migrera	vb_1m_existera
misshaga	vb_1m_existera
misshushålla	vb_1m_existera
missionera	vb_1m_existera
misströsta	vb_1m_existera
missvisa	vb_1m_existera
mixtra	vb_1m_existera
mjaua	vb_1m_existera
mjukna	vb_1m_existera
mobilblogga	vb_1m_existera
modellera	vb_1m_existera
moffa	vb_1m_existera
mogna	vb_1m_existera
mojna	vb_1m_existera
mönstra	vb_1m_existera
mopeda	vb_1m_existera
moralisera	vb_1m_existera
mörkna	vb_1m_existera
morra	vb_1m_existera
morsa	vb_1m_existera
motionera	vb_1m_existera
motsvara	vb_1m_existera
moussera	vb_1m_existera
mucka	vb_1m_existera
mulna	vb_1m_existera
multikulta	vb_1m_existera
multna	vb_1m_existera
mumla	vb_1m_existera
murkna	vb_1m_existera
musicera	vb_1m_existera
mussera	vb_1m_existera
mynna	vb_1m_existera
nagga	vb_1m_existera
nätkommunicera	vb_1m_existera
naturvandra	vb_1m_existera
nätverka	vb_1m_existera
nicka	vb_1m_existera
nitälska	vb_1m_existera
noja	vb_1m_existera
nojja	vb_1m_existera
nojsa	vb_1m_existera
nolltaxera	vb_1m_existera
nomadisera	vb_1m_existera
nominera	vb_1m_existera
nubba	vb_1m_existera
nytta	vb_1m_existera
obstruera	vb_1m_existera
officiera	vb_1m_existera
oja	vb_1m_existera
oktavera	vb_1m_existera
okynnesstrejka	vb_1m_existera
ömma	vb_1m_existera
omväxla	vb_1m_existera
onanera	vb_1m_existera
onanisera	vb_1m_existera
opinera	vb_1m_existera
optera	vb_1m_existera
orda	vb_1m_existera
orera	vb_1m_existera
orientera	vb_1m_existera
orka	vb_1m_existera
orma	vb_1m_existera
oscillera	vb_1m_existera
överflöda	vb_1m_existera
överhoppa	vb_1m_existera
övernatta	vb_1m_existera
överreagera	vb_1m_existera
övertolka	vb_1m_existera
palla	vb_1m_existera
panga	vb_1m_existera
parasitera	vb_1m_existera
parentera	vb_1m_existera
parlamentera	vb_1m_existera
pärla	vb_1m_existera
parlera	vb_1m_existera
partaja	vb_1m_existera
parta	vb_1m_existera
påta	vb_1m_existera
påvila	vb_1m_existera
peaka	vb_1m_existera
pendlingssurfa	vb_1m_existera
pensionsspara	vb_1m_existera
perennera	vb_1m_existera
personrösta	vb_1m_existera
pila	vb_1m_existera
pinna	vb_1m_existera
piruettera	vb_1m_existera
pissa	vb_1m_existera
pivotera	vb_1m_existera
pjoska	vb_1m_existera
pjunka	vb_1m_existera
plädera	vb_1m_existera
pläga	vb_1m_existera
plana	vb_1m_existera
planka	vb_1m_existera
plaska	vb_1m_existera
platsa	vb_1m_existera
plikta	vb_1m_existera
plita	vb_1m_existera
plumpa	vb_1m_existera
plussa	vb_1m_existera
pocka	vb_1m_existera
pokulera	vb_1m_existera
pola	vb_1m_existera
polemisera	vb_1m_existera
ponera	vb_1m_existera
posera	vb_1m_existera
pråla	vb_1m_existera
praoa	vb_1m_existera
predominera	vb_1m_existera
prenumerera	vb_1m_existera
presidera	vb_1m_existera
prestavera	vb_1m_existera
pretendera	vb_1m_existera
procenta	vb_1m_existera
processa	vb_1m_existera
producera	vb_1m_existera
profetera	vb_1m_existera
profitera	vb_1m_existera
promenera	vb_1m_existera
promenixa	vb_1m_existera
propagera	vb_1m_existera
propsa	vb_1m_existera
prostituera	vb_1m_existera
protestera	vb_1m_existera
protestklicka	vb_1m_existera
proviantera	vb_1m_existera
provjobba	vb_1m_existera
provträna	vb_1m_existera
prunka	vb_1m_existera
prutta	vb_1m_existera
prya	vb_1m_existera
puffa	vb_1m_existera
pulla	vb_1m_existera
pulsa	vb_1m_existera
pulsera	vb_1m_existera
purkna	vb_1m_existera
purpurfärga	vb_1m_existera
pussla	vb_1m_existera
pusta	vb_1m_existera
quissa	vb_1m_existera
quiza	vb_1m_existera
quizza	vb_1m_existera
radionavigera	vb_1m_existera
rafistulera	vb_1m_existera
raggla	vb_1m_existera
ragla	vb_1m_existera
rakna	vb_1m_existera
raljera	vb_1m_existera
ramla	vb_1m_existera
rapa	vb_1m_existera
rasa	vb_1m_existera
rasta	vb_1m_existera
ratscha	vb_1m_existera
reagera	vb_1m_existera
rebellera	vb_1m_existera
recidivera	vb_1m_existera
rekylera	vb_1m_existera
relaxa	vb_1m_existera
remma	vb_1m_existera
remontera	vb_1m_existera
repliera	vb_1m_existera
replikera	vb_1m_existera
representera	vb_1m_existera
residera	vb_1m_existera
resignera	vb_1m_existera
resonera	vb_1m_existera
respondera	vb_1m_existera
restera	vb_1m_existera
resultera	vb_1m_existera
retirera	vb_1m_existera
revoltera	vb_1m_existera
rimma	vb_1m_existera
ripostera	vb_1m_existera
riskera	vb_1m_existera
ritscha	vb_1m_existera
rivalisera	vb_1m_existera
rocka	vb_1m_existera
rodna	vb_1m_existera
rosta	vb_1m_existera
röstfiska	vb_1m_existera
röstmaximera	vb_1m_existera
röstskolka	vb_1m_existera
rufsa	vb_1m_existera
rulla	vb_1m_existera
rumstera	vb_1m_existera
ruska	vb_1m_existera
ruttna	vb_1m_existera
ruva	vb_1m_existera
rya	vb_1m_existera
rygga	vb_1m_existera
sakna	vb_1m_existera
salivera	vb_1m_existera
sällskapa	vb_1m_existera
samarbeta	vb_1m_existera
samexistera	vb_1m_existera
samhällsplanera	vb_1m_existera
samklinga	vb_1m_existera
sammankoppla	vb_1m_existera
samspela	vb_1m_existera
samspråka	vb_1m_existera
samtala	vb_1m_existera
samverka	vb_1m_existera
satirisera	vb_1m_existera
sava	vb_1m_existera
scendebutera	vb_1m_existera
schavottera	vb_1m_existera
segna	vb_1m_existera
sejda	vb_1m_existera
semestra	vb_1m_existera
sexchatta	vb_1m_existera
sexvägra	vb_1m_existera
shaka	vb_1m_existera
shoppa	vb_1m_existera
showa	vb_1m_existera
sia	vb_1m_existera
sicksacka	vb_1m_existera
signalera	vb_1m_existera
signalspana	vb_1m_existera
sila	vb_1m_existera
sirpa	vb_1m_existera
sisa	vb_1m_existera
sittstrejka	vb_1m_existera
sjåa	vb_1m_existera
självstarta	vb_1m_existera
självtorka	vb_1m_existera
sjangsera	vb_1m_existera
sjukna	vb_1m_existera
skalla	vb_1m_existera
skata	vb_1m_existera
skatta	vb_1m_existera
skattefiffla	vb_1m_existera
skeva	vb_1m_existera
skida	vb_1m_existera
skidra	vb_1m_existera
skifta	vb_1m_existera
skivdebutera	vb_1m_existera
skoja	vb_1m_existera
skolka	vb_1m_existera
skralna	vb_1m_existera
skratta	vb_1m_existera
skria	vb_1m_existera
skriftväxla	vb_1m_existera
skritta	vb_1m_existera
skrodera	vb_1m_existera
skrota	vb_1m_existera
skrumpna	vb_1m_existera
skumma	vb_1m_existera
skynda	vb_1m_existera
skypa	vb_1m_existera
skypea	vb_1m_existera
släktforska	vb_1m_existera
slamma	vb_1m_existera
slappzappa	vb_1m_existera
slöa	vb_1m_existera
slötitta	vb_1m_existera
slumra	vb_1m_existera
slurpa	vb_1m_existera
småflina	vb_1m_existera
smågnola	vb_1m_existera
smågräla	vb_1m_existera
småkoka	vb_1m_existera
småprata	vb_1m_existera
småputtra	vb_1m_existera
småskratta	vb_1m_existera
smöra	vb_1m_existera
smygjaga	vb_1m_existera
smygtitta	vb_1m_existera
snabbtörsta	vb_1m_existera
soffsurfa	vb_1m_existera
softa	vb_1m_existera
sommarjobba	vb_1m_existera
sommarprata	vb_1m_existera
sota	vb_1m_existera
spamma	vb_1m_existera
spankulera	vb_1m_existera
spatsera	vb_1m_existera
spionera	vb_1m_existera
spöregna	vb_1m_existera
stamma	vb_1m_existera
starrbliga	vb_1m_existera
statera	vb_1m_existera
statuera	vb_1m_existera
stimma	vb_1m_existera
stödrösta	vb_1m_existera
stoltsera	vb_1m_existera
storhandla	vb_1m_existera
storma	vb_1m_existera
stormgräla	vb_1m_existera
storprata	vb_1m_existera
storsatsa	vb_1m_existera
storskratta	vb_1m_existera
störtregna	vb_1m_existera
stressa	vb_1m_existera
strömma	vb_1m_existera
styrketräna	vb_1m_existera
summa	vb_1m_existera
supera	vb_1m_existera
suppurera	vb_1m_existera
svacka	vb_1m_existera
svimma	vb_1m_existera
sympatisera	vb_1m_existera
sympatistrejka	vb_1m_existera
systemera	vb_1m_existera
tabulera	vb_1m_existera
taja	vb_1m_existera
taktera	vb_1m_existera
taktikrösta	vb_1m_existera
tendera	vb_1m_existera
teoretisera	vb_1m_existera
tina	vb_1m_existera
tippa	vb_1m_existera
tjimma	vb_1m_existera
tjuvkika	vb_1m_existera
tjyvkika	vb_1m_existera
tornera	vb_1m_existera
trampa	vb_1m_existera
transpirera	vb_1m_existera
tremulera	vb_1m_existera
triumfera	vb_1m_existera
tumma	vb_1m_existera
turnera	vb_1m_existera
tvärslockna	vb_1m_existera
tvärtystna	vb_1m_existera
undanskuffa	vb_1m_existera
undulera	vb_1m_existera
upprätta	vb_1m_existera
uppspåra	vb_1m_existera
urgera	vb_1m_existera
urinera	vb_1m_existera
utmärgla	vb_1m_existera
utslussa	vb_1m_existera
vagabondera	vb_1m_existera
vänsterprassla	vb_1m_existera
vapenvägra	vb_1m_existera
variera	vb_1m_existera
veckohandla	vb_1m_existera
veckopendla	vb_1m_existera
vegetera	vb_1m_existera
vibrera	vb_1m_existera
vicka	vb_1m_existera
vigilera	vb_1m_existera
vikariera	vb_1m_existera
vissla	vb_1m_existera
vobba	vb_1m_existera
volontära	vb_1m_existera
volontera	vb_1m_existera
voltigera	vb_1m_existera
vomera	vb_1m_existera
votera	vb_1m_existera
yoga	vb_1m_existera
yoloa	vb_1m_existera
yrkesarbeta	vb_1m_existera
gaffla	vb_1m_hisna
hisna	vb_1m_hisna
hissna	vb_1m_hisna
hovra	vb_1m_hisna
ivra	vb_1m_hisna
lyxa	vb_1m_hisna
magra	vb_1m_hisna
matvägra	vb_1m_hisna
nödsignalera	vb_1m_hisna
porla	vb_1m_hisna
porrsurfa	vb_1m_hisna
segra	vb_1m_hisna
sippra	vb_1m_hisna
skimra	vb_1m_hisna
slutplädera	vb_1m_hisna
syssla	vb_1m_hisna
vackla	vb_1m_hisna
ängsla	vb_1m_kackla
babbla	vb_1m_kackla
bettla	vb_1m_kackla
bladdra	vb_1m_kackla
blomstra	vb_1m_kackla
bluddra	vb_1m_kackla
bubbla	vb_1m_kackla
bullra	vb_1m_kackla
dallra	vb_1m_kackla
dangla	vb_1m_kackla
dingla	vb_1m_kackla
dobbla	vb_1m_kackla
drägla	vb_1m_kackla
dravla	vb_1m_kackla
dregla	vb_1m_kackla
drumla	vb_1m_kackla
dundra	vb_1m_kackla
famla	vb_1m_kackla
fiffla	vb_1m_kackla
fippla	vb_1m_kackla
fladdra	vb_1m_kackla
flimra	vb_1m_kackla
fnittra	vb_1m_kackla
fromla	vb_1m_kackla
fumla	vb_1m_kackla
glimra	vb_1m_kackla
glindra	vb_1m_kackla
glittra	vb_1m_kackla
gnissla	vb_1m_kackla
grubbla	vb_1m_kackla
gurgla	vb_1m_kackla
gyckla	vb_1m_kackla
gyttra	vb_1m_kackla
hagla	vb_1m_kackla
hångla	vb_1m_kackla
harkla	vb_1m_kackla
harskla	vb_1m_kackla
himla	vb_1m_kackla
huttla	vb_1m_kackla
huttra	vb_1m_kackla
jubla	vb_1m_kackla
käbbla	vb_1m_kackla
kackla	vb_1m_kackla
klappra	vb_1m_kackla
knaggla	vb_1m_kackla
knastra	vb_1m_kackla
knattra	vb_1m_kackla
knistra	vb_1m_kackla
knittra	vb_1m_kackla
knottra	vb_1m_kackla
knussla	vb_1m_kackla
krångla	vb_1m_kackla
kravla	vb_1m_kackla
kuckla	vb_1m_kackla
kullra	vb_1m_kackla
kuttra	vb_1m_kackla
kvillra	vb_1m_kackla
kvittra	vb_1m_kackla
löddra	vb_1m_kackla
mackla	vb_1m_kackla
meckla	vb_1m_kackla
mögla	vb_1m_kackla
mullra	vb_1m_kackla
muttra	vb_1m_kackla
mygla	vb_1m_kackla
myllra	vb_1m_kackla
ockra	vb_1m_kackla
örla	vb_1m_kackla
paddla	vb_1m_kackla
pendla	vb_1m_kackla
pillra	vb_1m_kackla
pingla	vb_1m_kackla
pjollra	vb_1m_kackla
pladdra	vb_1m_kackla
plottra	vb_1m_kackla
prångla	vb_1m_kackla
prassla	vb_1m_kackla
puttra	vb_1m_kackla
pyssla	vb_1m_kackla
rangla	vb_1m_kackla
rassla	vb_1m_kackla
ringla	vb_1m_kackla
rissla	vb_1m_kackla
rossla	vb_1m_kackla
ruckla	vb_1m_kackla
ruffla	vb_1m_kackla
rumla	vb_1m_kackla
ryttla	vb_1m_kackla
sagla	vb_1m_kackla
schabbla	vb_1m_kackla
schackra	vb_1m_kackla
singla	vb_1m_kackla
sittupa	vb_1m_kackla
sittuppa	vb_1m_kackla
situpa	vb_1m_kackla
situppa	vb_1m_kackla
sjabbla	vb_1m_kackla
skallra	vb_1m_kackla
skångra	vb_1m_kackla
skramla	vb_1m_kackla
skrävla	vb_1m_kackla
skymla	vb_1m_kackla
slabbra	vb_1m_kackla
sladdra	vb_1m_kackla
slamra	vb_1m_kackla
slingra	vb_1m_kackla
småhagla	vb_1m_kackla
smattra	vb_1m_kackla
smussla	vb_1m_kackla
snattra	vb_1m_kackla
snörvla	vb_1m_kackla
sörpla	vb_1m_kackla
sprattla	vb_1m_kackla
sprudla	vb_1m_kackla
svamla	vb_1m_kackla
svindla	vb_1m_kackla
taffla	vb_1m_kackla
tassla	vb_1m_kackla
tindra	vb_1m_kackla
tissla	vb_1m_kackla
tjattra	vb_1m_kackla
uggla	vb_1m_kackla
vimla	vb_1m_kackla
vindla	vb_1m_kackla
vingla	vb_1m_kackla
vrövla	vb_1m_kackla
yngla	vb_1m_kackla
akta	vb_1m_svira
angränsa	vb_1m_svira
avklara	vb_1m_svira
avsvimma	vb_1m_svira
barka	vb_1m_svira
basa	vb_1m_svira
behaga	vb_1m_svira
bjäbba	vb_1m_svira
blaja	vb_1m_svira
blarra	vb_1m_svira
blaska	vb_1m_svira
blicka	vb_1m_svira
bliga	vb_1m_svira
blinka	vb_1m_svira
blomma	vb_1m_svira
blossa	vb_1m_svira
blota	vb_1m_svira
blunda	vb_1m_svira
böka	vb_1m_svira
bola	vb_1m_svira
böla	vb_1m_svira
bölja	vb_1m_svira
bolma	vb_1m_svira
böna	vb_1m_svira
bortarbeta	vb_1m_svira
bortförklara	vb_1m_svira
bortlova	vb_1m_svira
bortmota	vb_1m_svira
borträkna	vb_1m_svira
bortslumpa	vb_1m_svira
borttappa	vb_1m_svira
borttorka	vb_1m_svira
bösta	vb_1m_svira
bottna	vb_1m_svira
bråka	vb_1m_svira
braska	vb_1m_svira
bröla	vb_1m_svira
brumma	vb_1m_svira
brusa	vb_1m_svira
busa	vb_1m_svira
buska	vb_1m_svira
dagga	vb_1m_svira
dalta	vb_1m_svira
dåna	vb_1m_svira
dansa	vb_1m_svira
darra	vb_1m_svira
dåsa	vb_1m_svira
datta	vb_1m_svira
dejsa	vb_1m_svira
deppa	vb_1m_svira
dilla	vb_1m_svira
dippa	vb_1m_svira
dirka	vb_1m_svira
dirra	vb_1m_svira
dofta	vb_1m_svira
dona	vb_1m_svira
dråsa	vb_1m_svira
dröna	vb_1m_svira
droppa	vb_1m_svira
drulla	vb_1m_svira
ducka	vb_1m_svira
dugga	vb_1m_svira
dunsa	vb_1m_svira
ebba	vb_1m_svira
fäkta	vb_1m_svira
fasa	vb_1m_svira
fjanta	vb_1m_svira
fjärta	vb_1m_svira
fjäska	vb_1m_svira
fjöla	vb_1m_svira
flabba	vb_1m_svira
fläkta	vb_1m_svira
flamma	vb_1m_svira
flamsa	vb_1m_svira
flämta	vb_1m_svira
flåsa	vb_1m_svira
flaxa	vb_1m_svira
flexa	vb_1m_svira
flina	vb_1m_svira
flirta	vb_1m_svira
flöda	vb_1m_svira
flörta	vb_1m_svira
flukta	vb_1m_svira
fnaska	vb_1m_svira
fnatta	vb_1m_svira
fnissa	vb_1m_svira
forsa	vb_1m_svira
forska	vb_1m_svira
framavla	vb_1m_svira
fröjda	vb_1m_svira
frossa	vb_1m_svira
frusa	vb_1m_svira
frusta	vb_1m_svira
funka	vb_1m_svira
fuska	vb_1m_svira
futta	vb_1m_svira
gagga	vb_1m_svira
gana	vb_1m_svira
gapa	vb_1m_svira
gäspa	vb_1m_svira
gasta	vb_1m_svira
gegga	vb_1m_svira
gena	vb_1m_svira
gigga	vb_1m_svira
gina	vb_1m_svira
gipa	vb_1m_svira
gippa	vb_1m_svira
gira	vb_1m_svira
glana	vb_1m_svira
glappa	vb_1m_svira
glimma	vb_1m_svira
glimta	vb_1m_svira
glipa	vb_1m_svira
glögga	vb_1m_svira
glöta	vb_1m_svira
glutta	vb_1m_svira
gnata	vb_1m_svira
gneta	vb_1m_svira
gnöla	vb_1m_svira
gola	vb_1m_svira
gorma	vb_1m_svira
gosa	vb_1m_svira
grädda	vb_1m_svira
grina	vb_1m_svira
gruffa	vb_1m_svira
grunda	vb_1m_svira
grunna	vb_1m_svira
gulla	vb_1m_svira
gumpa	vb_1m_svira
gunga	vb_1m_svira
hafsa	vb_1m_svira
halka	vb_1m_svira
halvnäcka	vb_1m_svira
hämma	vb_1m_svira
hanka	vb_1m_svira
härska	vb_1m_svira
hasa	vb_1m_svira
hatta	vb_1m_svira
hetsa	vb_1m_svira
hicka	vb_1m_svira
hojta	vb_1m_svira
hora	vb_1m_svira
hosta	vb_1m_svira
hösta	vb_1m_svira
hulka	vb_1m_svira
humma	vb_1m_svira
huta	vb_1m_svira
hyla	vb_1m_svira
inspärra	vb_1m_svira
irra	vb_1m_svira
jama	vb_1m_svira
jamsa	vb_1m_svira
jassa	vb_1m_svira
jazza	vb_1m_svira
jolta	vb_1m_svira
joxa	vb_1m_svira
jucka	vb_1m_svira
jumpa	vb_1m_svira
kacka	vb_1m_svira
kajka	vb_1m_svira
kana	vb_1m_svira
kära	vb_1m_svira
kärva	vb_1m_svira
kasa	vb_1m_svira
kasta	vb_1m_svira
kava	vb_1m_svira
kela	vb_1m_svira
kesa	vb_1m_svira
kimma	vb_1m_svira
kippa	vb_1m_svira
kisa	vb_1m_svira
kladda	vb_1m_svira
klafsa	vb_1m_svira
klampa	vb_1m_svira
klämta	vb_1m_svira
klåpa	vb_1m_svira
klema	vb_1m_svira
klia	vb_1m_svira
klibba	vb_1m_svira
klicka	vb_1m_svira
klimpa	vb_1m_svira
klinka	vb_1m_svira
klirra	vb_1m_svira
klucka	vb_1m_svira
knaka	vb_1m_svira
knalla	vb_1m_svira
knöka	vb_1m_svira
knorra	vb_1m_svira
knota	vb_1m_svira
kosta	vb_1m_svira
kräla	vb_1m_svira
kråma	vb_1m_svira
krämta	vb_1m_svira
kretsa	vb_1m_svira
kriga	vb_1m_svira
kröka	vb_1m_svira
krubba	vb_1m_svira
krylla	vb_1m_svira
kryssa	vb_1m_svira
krysta	vb_1m_svira
kuska	vb_1m_svira
kuta	vb_1m_svira
kvacka	vb_1m_svira
kvirra	vb_1m_svira
lalla	vb_1m_svira
larva	vb_1m_svira
läspa	vb_1m_svira
lassa	vb_1m_svira
laxera	vb_1m_svira
likna	vb_1m_svira
linka	vb_1m_svira
lipa	vb_1m_svira
lirka	vb_1m_svira
ljunga	vb_1m_svira
lobba	vb_1m_svira
loda	vb_1m_svira
loska	vb_1m_svira
lova	vb_1m_svira
lubba	vb_1m_svira
lufsa	vb_1m_svira
lulla	vb_1m_svira
lumpa	vb_1m_svira
lura	vb_1m_svira
luska	vb_1m_svira
maska	vb_1m_svira
mecka	vb_1m_svira
meka	vb_1m_svira
meta	vb_1m_svira
mingla	vb_1m_svira
mola	vb_1m_svira
momsredovisa	vb_1m_svira
morla	vb_1m_svira
mumsa	vb_1m_svira
murra	vb_1m_svira
näcka	vb_1m_svira
nappa	vb_1m_svira
nara	vb_1m_svira
näthandla	vb_1m_svira
nosa	vb_1m_svira
öka	vb_1m_svira
osa	vb_1m_svira
överlasta	vb_1m_svira
passa	vb_1m_svira
peka	vb_1m_svira
peta	vb_1m_svira
pilla	vb_1m_svira
pinka	vb_1m_svira
pirra	vb_1m_svira
plira	vb_1m_svira
plugga	vb_1m_svira
plumsa	vb_1m_svira
plurra	vb_1m_svira
pluta	vb_1m_svira
pöla	vb_1m_svira
prata	vb_1m_svira
proteströsta	vb_1m_svira
prusta	vb_1m_svira
pudla	vb_1m_svira
pula	vb_1m_svira
puta	vb_1m_svira
rafsa	vb_1m_svira
råma	vb_1m_svira
ranta	vb_1m_svira
regna	vb_1m_svira
ricka	vb_1m_svira
ropa	vb_1m_svira
rösta	vb_1m_svira
rota	vb_1m_svira
rugga	vb_1m_svira
rulta	vb_1m_svira
runga	vb_1m_svira
rusa	vb_1m_svira
rutscha	vb_1m_svira
ryggsäcksluffa	vb_1m_svira
sacka	vb_1m_svira
sagga	vb_1m_svira
såsa	vb_1m_svira
sega	vb_1m_svira
sikta	vb_1m_svira
sina	vb_1m_svira
sirra	vb_1m_svira
sjaska	vb_1m_svira
sjava	vb_1m_svira
skaka	vb_1m_svira
skala	vb_1m_svira
skarva	vb_1m_svira
skejta	vb_1m_svira
skela	vb_1m_svira
sköna	vb_1m_svira
skorra	vb_1m_svira
skralta	vb_1m_svira
skreva	vb_1m_svira
skrinna	vb_1m_svira
skrocka	vb_1m_svira
skuggboxa	vb_1m_svira
slagga	vb_1m_svira
slösurfa	vb_1m_svira
slurfa	vb_1m_svira
sluta	vb_1m_svira
smaka	vb_1m_svira
småregna	vb_1m_svira
smarra	vb_1m_svira
småsnöa	vb_1m_svira
smyglyssna	vb_1m_svira
snöa	vb_1m_svira
snurra	vb_1m_svira
spara	vb_1m_svira
speta	vb_1m_svira
sprita	vb_1m_svira
stampa	vb_1m_svira
starta	vb_1m_svira
strejka	vb_1m_svira
strunta	vb_1m_svira
stubba	vb_1m_svira
surra	vb_1m_svira
svinga	vb_1m_svira
svira	vb_1m_svira
svirra	vb_1m_svira
swinga	vb_1m_svira
syfta	vb_1m_svira
tjilla	vb_1m_svira
tölta	vb_1m_svira
tuta	vb_1m_svira
twista	vb_1m_svira
utlåna	vb_1m_svira
valfuska	vb_1m_svira
vara	vb_1m_svira
vila	vb_1m_svira
vippa	vb_1m_svira
vråla	vb_1m_svira
yra	vb_1m_svira
zappa	vb_1m_svira
vånna	vb_1m_vånna
åldras	vb_1s_andas
andas	vb_1s_andas
ändas	vb_1s_andas
ängslas	vb_1s_andas
ärgas	vb_1s_andas
ärras	vb_1s_andas
artas	vb_1s_andas
ävlas	vb_1s_andas
avmattas	vb_1s_andas
avundas	vb_1s_andas
boxas	vb_1s_andas
brottas	vb_1s_andas
dagas	vb_1s_andas
djävlas	vb_1s_andas
enas	vb_1s_andas
envisas	vb_1s_andas
fägnas	vb_1s_andas
fajtas	vb_1s_andas
fäktas	vb_1s_andas
färdas	vb_1s_andas
fattas	vb_1s_andas
felas	vb_1s_andas
fightas	vb_1s_andas
fjollas	vb_1s_andas
flockas	vb_1s_andas
föråldras	vb_1s_andas
förargas	vb_1s_andas
förbroskas	vb_1s_andas
fordras	vb_1s_andas
förfäras	vb_1s_andas
förfasas	vb_1s_andas
förflyktigas	vb_1s_andas
förgrenas	vb_1s_andas
förgubbas	vb_1s_andas
förkalkas	vb_1s_andas
förkoksas	vb_1s_andas
förkoxas	vb_1s_andas
förolyckas	vb_1s_andas
förpuppas	vb_1s_andas
församlas	vb_1s_andas
förslummas	vb_1s_andas
försonas	vb_1s_andas
försumpas	vb_1s_andas
försuras	vb_1s_andas
förtörnas	vb_1s_andas
förtröttas	vb_1s_andas
förvildas	vb_1s_andas
frodas	vb_1s_andas
fröjdas	vb_1s_andas
fylkas	vb_1s_andas
gäckas	vb_1s_andas
galnas	vb_1s_andas
glunkas	vb_1s_andas
gnabbas	vb_1s_andas
hämnas	vb_1s_andas
